Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22
PTMS	1.034395365	-0.875202642	-0.648214842	1.129767828	-0.739094719	-0.466425939	1.947567398	1.858277563	0.034357911	1.1139032	0.170865635	-0.008250302	-0.129200629	-0.863325594	-1.556185958	-3.37419756	-1.105522437	0.287494869	1.31362353	-0.154852086	-1.430762401	-0.600263668
PTPRC	1.772222475	-0.113441725	-0.354089077	1.233076327	0.308034545	1.900096547	-0.202529324	1.38708126	1.75029732	-0.004581058	0.757306295	-0.955244669	0.511380842	0.165662801	0.105449759	-0.274758739	1.252635455	0.891255042	1.500494871	0.04765864	1.60252958	-0.092492674
PTPRG-AS1	-0.087896641	-1.317514375	1.574663458	0.79708462	-0.516363172	-1.328072252	-0.967285407	0.230744692	0.674236755	-0.621702586	0.414373336	-0.094481866	-1.003708062	0.572052705	1.831973232	1.234511569	0.283302106	-0.590339912	-2.42192013	0.240203167	-0.217555628	-0.20056284
PTRH1	1.275721616	-0.538432546	-0.439363372	1.61423861	-0.614508443	-0.477210709	1.071694295	-0.732064734	-0.325525346	-0.478029459	-0.138532952	-0.469846419	0.370804907	-0.334715673	-1.723478639	-1.490813172	-1.054177622	-1.284713609	-0.763998053	-0.198141198	-2.349854335	2.664740454
PTTG1	0.197069243	0.443478903	-1.255992968	-1.616607828	-0.174368762	1.310052491	-2.897667914	-0.20233583	1.110759037	0.683079764	-1.288998555	-1.189523939	1.44159581	-0.565609613	-1.745486065	-0.617460947	-1.163727572	0.071544715	0.18660257	1.11680292	-0.925964294	0.397885399
PTX3	-0.585276206	0.885746249	-0.348157086	-0.32563851	0.456093711	-0.508431509	3.398046876	0.194034695	-0.598681788	-0.404007156	-0.27189297	-0.762998705	3.837492539	1.234254187	-0.011576185	0.771697128	0.361367473	0.52234258	-0.005245973	-0.129172858	0.985715458	-1.047956694
PUF60	-0.172991833	-0.769701036	-1.145811832	-1.721368227	-1.246920717	-1.292585468	0.555144193	0.747666139	-1.932005568	0.71357098	-0.055189018	-0.134725122	-0.177592688	0.019603722	-1.789554904	-1.694083791	-0.420314452	-0.02661586	2.073091587	2.387704229	-2.340228654	0.981596675
PUS7L	0.045339173	-0.635813178	-0.507538615	-0.22101064	-0.666632805	-0.884043969	-1.629963857	0.425950561	-1.337861935	0.140041942	-0.474143896	-0.086451786	-0.490169945	0.345603547	-1.189866777	-0.040146335	-0.441983341	-1.031354157	-0.878772462	0.204462103	-1.293260383	1.234009157
PYCRL	-0.543640431	-0.04065616	-0.729376596	-0.484774796	0.086966874	-1.940248277	0.042714908	-2.310772945	-0.082647028	0.991997126	0.552571897	-0.584250706	-0.157756439	0.459931439	-2.12944554	-2.286245587	-0.475741306	0.41803073	0.811452236	0.097177715	-1.275422342	1.120020054
PYHIN1	0.60856538	-0.323000146	-0.211285321	0.290982202	-1.433640714	-0.451406984	0.15783229	-0.490356298	0.559372736	0.341980178	-1.204399284	-0.308097617	-0.442314905	1.597445908	1.444214741	0.53780868	0.919709835	-0.160765537	-1.497466312	-0.969780798	-0.891946992	0.190295181
QDPR	-1.838265752	-0.067358499	-0.609125294	-1.301060751	-0.089095044	-0.665025516	2.062167017	0.673007327	-1.637371089	0.434511131	-0.734221086	-0.458110632	1.494746596	-0.59374351	-0.986208855	-0.271405953	-0.384535928	-0.325517229	2.304130115	0.135837866	-1.383814021	-0.921886745
RAB14	-2.287595721	-0.877028385	0.376205762	-1.56545841	-0.388246559	0.255846779	-0.53011723	-0.918725244	-0.369320494	1.140555704	0.024836623	0.363314099	-0.880209095	-0.904875619	-1.121846789	0.300043448	0.016712652	0.292637859	0.458518047	-1.324054083	0.124664256	0.899533429
RAB32	-1.450072664	0.559211681	0.27447265	-2.173371518	0.312372248	-2.061992565	-0.360578008	-0.36470749	-0.620703094	0.670684883	-0.347145783	0.491794438	-0.607414194	9.78E-04	-0.37697522	0.116483534	0.303124269	0.751894179	-1.498290829	-0.532225047	-0.832808299	2.603318688
RAB39B	1.647806509	0.185119788	-0.430203577	1.472217107	-0.794980892	1.991728451	-1.008380052	0.399689597	2.488929892	-0.196044628	-0.116672746	-0.155609448	-1.811440885	0.690807261	0.622113581	0.729142855	1.145726015	0.099935985	0.668489967	-0.97226748	0.215764108	-0.968467256
RACGAP1	-1.687739846	0.58166605	-0.673593475	-2.450332079	0.592436228	0.32563191	-0.331068922	-0.704009418	0.269747634	-0.332937757	-2.01290812	-0.839302434	0.921260329	-0.735743864	-2.136963243	-0.391502843	-0.858442362	0.444737275	1.615853311	0.898841942	-0.673696208	0.960359848
RAD1	-1.287923316	0.366367766	-0.397083365	-1.049442642	-0.830994794	-0.080145406	1.920499799	0.452177834	-0.187045248	0.262237705	-1.306694062	-0.121917891	0.765119487	-0.59678833	-0.338357428	-0.111140489	0.014217834	-0.515990557	1.406039814	0.55816246	-0.884456499	3.258895613
RAD50	-2.500994326	0.573129147	-0.068221085	-1.59286621	0.172387553	-0.278021409	-0.008124409	-1.101260239	-0.505514484	0.486967652	-1.101945868	-0.581444253	0.983788194	-0.401846023	-0.670133538	0.09702117	-0.230123798	-0.56785163	-0.103340935	1.97942033	-0.416685413	-0.163188671
RANBP17	-1.092162958	-0.344510908	-0.200306747	0.494726898	0.350650794	1.417801472	-0.712375361	0.499955546	1.852499525	-0.531835934	-0.323110454	-0.148575231	-1.824604126	-1.068168728	0.112704164	0.003262748	-0.555323283	-0.910927464	-0.618783897	0.459875252	-0.727514131	0.832338674
RAP1GDS1	-0.352540053	0.150681364	0.094008333	-2.636973137	-0.046736603	0.806648211	0.078615362	-0.418534946	0.470014137	0.48761368	-1.055281631	0.327721897	1.674314057	-0.778932853	-1.547882421	-0.764520625	-0.29629774	0.368306288	0.015722296	1.035974262	-0.876081497	1.834978495
RAP2C	0.154358702	0.201647286	1.024218733	0.451956822	1.1908503	0.213395517	-2.443574009	-1.096138234	1.5309959	-0.063626152	-0.069216493	-0.582496974	-0.284851072	0.326691179	-0.734155554	0.559446005	0.431474149	0.387170209	2.102437876	1.461684765	0.670662037	0.754836832
RASSF4	0.266668464	-0.259800972	0.212189709	1.726850502	0.749636766	1.466073133	1.005761992	0.962878051	0.911109008	0.269085483	1.617484955	0.075807079	-1.610431348	-0.243079446	0.502120759	-0.113004244	0.92620004	0.231323386	0.220548665	-0.808204654	1.949674196	-0.640492687
RASSF5	2.599729769	0.011896056	-0.230747948	1.253300674	0.276027767	2.132820487	-0.878855831	1.69025101	1.606944503	0.116933691	1.304257619	-0.979413933	0.681086857	0.510307418	0.116303876	-0.500020613	0.898351671	0.354307167	0.796119941	-0.94608543	1.381350333	-0.559145412
RBAK	-2.858491535	0.702256811	-0.184438489	-1.008961905	1.706593979	-0.275876937	0.791918254	0.093639279	-0.26839708	0.497276198	-1.343029075	-0.302642813	0.094494164	0.123601387	-1.143912446	-0.101683812	0.587415544	-0.340527092	1.293663383	1.127747218	-0.798491802	2.600674791
RBL1	0.210427292	-0.858707402	-0.318690118	-0.624397316	-1.084234118	0.951683153	-0.716322202	0.274506601	0.315605304	-0.529552933	0.331839164	-0.419579198	1.375659416	0.306088324	-1.534259663	-0.737595734	-1.072859448	-0.025465588	-1.745568982	2.594430737	-0.44820789	0.056522352
RBM12	0.400813331	0.373351887	-0.6033149	-1.281096422	1.174894015	0.251802746	0.057843797	-0.081017419	0.700843262	0.62625078	-1.348793135	-1.061813765	0.209857663	-0.241704704	-1.07444187	-0.213614567	0.375960356	1.113561946	1.085650415	1.491260404	0.008938126	1.440429576
RDH11	-1.17562596	-0.172973483	-0.312173568	-0.947084187	2.045858942	-0.226874044	-0.305076857	-0.442583412	0.645430237	-2.322239886	-1.02299067	0.430572328	1.227568017	-0.296892888	-2.005584632	0.964274809	-0.22031949	0.84338766	1.862129728	-0.606457328	0.537245481	2.953433356
REEP3	-1.719691334	1.374019159	2.207202527	0.018614069	1.759411837	-0.601471016	2.308012758	1.313985398	-0.028221133	-1.256441301	-0.452003834	0.092639085	0.798488285	1.290024853	-1.334315416	1.706085049	0.029545001	1.112574561	1.335239321	-1.44279173	1.311784179	0.48602799
REEP6	-1.056991289	0.005500152	-0.122128171	-1.587937095	0.055568435	-1.658882363	-1.201674781	-1.062537244	-1.237176694	0.533266629	0.497573299	1.189809392	0.725233613	0.340825607	-0.761450848	-1.347400949	-1.448829173	-0.918680902	0.244619745	0.282539579	-0.911594799	-0.401667197
REXO4	1.022230753	-1.093800071	-0.908009179	-2.466787501	-0.668893503	-0.329972988	-0.325531429	-0.703141413	-1.415287944	0.402155342	0.019619179	-1.497501769	-0.332269896	-0.764936773	-1.955750113	-1.59681275	-0.090953491	0.62167798	0.177966129	0.083151219	-1.384683054	0.456558447
RFC2	-0.065683244	-0.218164659	-1.320131944	-2.042909466	-0.625114463	0.604272875	-0.384575067	-0.035355588	-0.496012236	0.479292222	-1.261413703	-1.362245507	1.574564215	-0.699706187	-1.850575556	-0.643470228	-1.248042366	-0.139524263	1.521426251	1.170234806	-1.463160341	0.616310579
RHBDD1	0.870486187	0.78531634	-0.954363658	-0.708724913	-0.508160395	-1.097860606	1.660550275	0.568164609	-0.205905882	-0.05804529	-1.691739594	-0.041746234	-0.962012129	-0.53099825	-0.462657568	-0.336039543	0.195309831	-1.734134146	-0.308723071	1.353343738	-0.801109608	0.556669873
RHBDF1	-3.62514362	-0.612241569	1.376123797	-1.206569384	-0.011869838	-0.827981677	-1.219071384	-1.111258382	0.652858714	0.350090405	1.232211529	0.370889854	-0.920697622	1.259436751	-1.365460248	-0.039157366	-0.617720328	0.188936609	1.042341415	-0.614699161	0.622915862	0.412774478
RHOBTB1	-1.839875981	0.084517531	0.805835362	0.203948191	1.070067485	-0.544172447	1.861443141	-0.113412707	-0.110446098	-1.072603234	-0.308575824	-0.544172447	0.323215685	0.663879379	-1.558240942	0.571539561	-0.475345179	-0.763917307	1.64922907	2.431790814	0.259939231	0.369841961
RILPL1	0.181615156	-0.559073129	-0.504842264	0.451824584	0.391491046	0.526915977	2.817311676	1.260607388	-0.911268219	-0.194627987	0.934331305	-0.74017859	0.853394461	-0.318309308	-1.710100003	-1.10554234	-0.437901649	-1.957344443	-1.324116555	0.13015656	-1.054403228	0.919712175
RIMS3	-0.193300875	-0.852883956	-0.732787217	0.015149748	0.544558506	0.994270256	1.728458571	1.679421468	-0.712353703	-0.928252412	0.482808285	1.310943839	0.215007025	-0.430341545	0.659052217	0.511160507	0.863086917	0.200534127	-1.125629509	-2.195541342	0.697631918	-1.982557996
RIPK2	0.517454243	0.497897131	-1.767766202	-1.232940278	0.060573528	1.737992036	0.94005407	0.782765065	0.879898232	-0.348161905	-0.471458771	-2.007269907	1.426674398	0.200721899	-1.264274608	-0.946187965	-1.365178549	-1.555003994	0.690982115	1.229240839	0.062836943	1.486746762
RNASE1	-1.051196343	1.774206476	1.577885425	0.155653067	0.124013472	-0.798341754	-0.896156123	-0.464335959	0.005144344	1.378795264	1.423878986	1.277417965	-0.267092056	-0.044543881	1.757959011	0.37947559	1.430410971	1.081845706	-1.495220342	0.167242238	0.181822886	-2.137878706
RNASEH1-AS1	0.808688219	-0.23645511	-0.282082588	1.354037522	-0.524506258	1.00574233	-1.102804678	0.151888265	-0.171977863	-0.777337725	-1.66088048	0.280848009	-1.605962198	-0.46854675	-0.902761094	-1.006241681	-0.908267851	-1.291474997	0.702241889	0.005941341	-1.850923541	2.686752818
RNF182	-0.193955933	-0.222187203	-0.460886182	0.316214854	-0.315672237	0.830337183	-0.467188203	-0.393508193	-0.479426003	-0.066996772	0.370977966	-0.236573819	-0.152712223	-0.497167081	-0.482689187	-0.255256442	-0.45042618	-0.655872273	-0.830535184	-0.817789563	-0.379871467	0.96864962
RNF213	0.722330446	-1.082793662	-0.291704171	-0.010075176	-1.915485304	0.481938273	-2.071448565	1.078530413	0.969969705	0.577173215	0.721087565	0.81098146	-0.198888525	0.261937341	-1.535609114	-1.003654957	-0.426811235	-1.176847021	-0.186727922	-0.237668272	0.213978	-1.369430562
RNFT1	-2.001936583	0.932307889	0.736753091	-0.881039676	0.723625416	-0.069756491	-1.726311222	-1.451890082	0.888439279	0.322337709	-0.493335116	0.053607329	-0.396871149	0.004863808	0.055521096	1.196890539	0.094241343	1.333841898	1.370746555	0.935186674	0.712622486	2.131013281
RNLS	-1.695646491	1.777228957	0.433701075	-0.481812483	0.114690627	-0.623048842	-0.740834157	-0.677353147	-0.233069438	0.414569025	-0.87777329	0.346600648	-2.511988427	0.587217988	0.741981863	1.364127106	0.359686009	0.684698571	-1.325838636	1.354866658	-0.196305188	0.523530806
RNPS1	-0.893484237	-0.441934837	-1.711687086	0.1400694	-0.873148089	-1.273320386	0.945037135	-1.615829416	0.042368656	0.865898515	-0.289645131	-0.243159682	0.509453952	0.034488319	-1.286073473	-1.614576595	-1.141697097	-0.074889153	1.335528308	1.180374204	-1.011335467	0.204716153
RPP40	-0.468874072	0.318254838	-0.883588955	-0.379856073	-0.480295826	-1.306486683	0.916355925	-0.623042622	-0.623569848	-0.1062803	-1.734902537	-0.753703137	0.833228649	0.003811431	-1.706827383	-1.24800168	-0.103550161	-0.669728248	0.276694924	1.40596473	-0.73192309	1.530178529
RPRD1B	-1.105050631	0.379705759	-0.396521424	-1.066090093	-0.84862113	2.2207721	-0.572739144	0.220274306	-0.510206992	0.088616662	-1.477724941	0.033175921	-0.315406967	0.399697202	-0.962553424	0.155334621	0.105517406	0.71751808	-0.689881013	1.450879306	-0.547476906	0.897636519
RPS6KA5	-2.962036929	0.953507806	0.558033839	-1.384397125	0.941683183	-0.306229982	2.300746462	0.617892615	-0.315117256	0.096514776	-0.085462813	-0.380401358	-0.620518941	0.745713516	-0.179931505	0.832928524	0.797929977	0.565424374	0.353729595	-0.799034582	0.456023849	-0.605068637
RRM2	-0.506294582	0.798733614	-1.116856211	-2.094108276	0.720896887	0.333940244	-2.805632403	-0.955707021	0.771406813	0.245004973	-1.470040886	0.38779121	1.357100093	-0.802004898	-2.393082005	0.060964033	-1.11203052	0.539238221	1.056970021	0.974313436	-0.100341807	1.143822137
RTP3	-0.145716405	0.023069268	-0.84991072	2.531929217	0.076654314	0.174269853	-1.59745735	0.185780993	-0.916228433	-0.088797137	1.126575352	-0.662226734	0.057057064	1.312497728	1.247995381	0.573572451	1.53426497	0.724808727	0.163702398	-1.192564986	1.093662759	-1.092635265
S100B	0.142569847	-0.385360085	0.22345157	0.566753888	0.092018031	1.314154607	4.805022365	1.773157881	0.997480493	0.288732875	0.587380621	-0.184588776	-1.746832427	0.801446179	0.616352752	0.578519314	3.97828934	0.712204234	0.268734451	0.095639881	1.033566667	0.991436109
SART3	0.895752583	-0.922873245	-1.114369482	-0.095142665	-0.425767444	0.231220828	0.156852285	0.230408574	0.396051098	0.273610446	-0.546406381	0.168238268	0.520496252	-1.067311715	-2.346382603	-1.562856782	0.078824161	0.143305276	0.590295461	1.987538829	-1.495011854	0.522119013
SBSN	1.105605398	0.855365867	-1.405129778	1.719299078	-1.065875159	-0.479547219	0.780984958	-0.311966838	-0.244975757	1.078451864	0.564815227	-0.982723313	-0.83978906	-0.797892879	0.19130597	-0.925823072	0.025799235	-0.450399525	-0.832898152	-0.102890519	0.993002795	0.164079616
SCG2	0.187170192	0.429121532	1.61214345	1.050058285	0.719657714	3.459529492	1.904867548	0.103404081	-0.046833432	0.005503595	1.484358643	0.58686257	-0.198073357	1.207051123	-0.009032203	2.701498125	2.265928328	2.842862095	0.484433256	-0.944676154	1.167810353	-1.158053143
SCLY	-0.498613589	0.34114991	-0.115871195	-1.351139954	0.741061251	-0.815722454	-0.394332069	-1.016200915	-0.445246169	1.458819594	-1.190151127	1.463578177	1.181581202	-1.313158919	-1.353361833	-0.842526312	-1.141813101	0.095769016	0.136035395	2.87300181	-1.708110845	0.650093628
SCN11A	-0.024533688	0.472723332	-0.213959065	-0.462809149	-0.960559955	0.145438708	-0.129049132	0.044216435	0.492251318	-0.222428457	-0.046173501	-0.245402786	-0.163766369	1.180884641	-0.023553504	1.194250847	-0.23097064	-0.025504455	0.01263321	-0.50681262	-0.290555858	-0.891893935
SCN7A	0.064841151	1.030200059	1.208118557	1.09185097	1.987606069	1.383204474	3.043938267	2.542465882	0.225938609	-0.262450586	1.067259688	-0.00366588	-0.908745322	-0.72998852	1.000651945	1.645489801	3.373894298	3.10427442	-0.498121	-0.662043171	-0.126548107	-0.389492809
SCO1	-1.660008983	0.291027154	0.058027716	-1.759513895	-0.131834991	-0.82218441	-0.496586675	-0.556622935	-0.454018136	1.447833957	-0.104424754	-0.035055235	-0.218581848	-0.927559267	-0.60351118	0.72763511	0.287979533	1.263127854	0.165936704	-0.615587333	-0.020358432	-0.333680281
SDCCAG3	-0.967629419	-0.133657709	0.011626932	-0.439855854	-0.514812413	-0.252406071	-2.440977292	-1.397077868	0.489473277	-0.333899593	-0.981099385	0.605434316	0.313674739	-0.58457493	-0.96790532	-1.869808326	-0.577759991	-0.586581045	-0.339123555	0.756117815	-1.693135802	2.173310495
SEC11C	0.194255564	1.709413819	-0.595824951	-1.798310985	0.302688161	-0.777261651	0.264239987	-0.295543988	0.079377498	1.901912424	-0.265410765	-0.392869629	0.758823029	-0.078530466	0.316953646	-0.208804917	1.355071697	1.196285423	1.235327513	0.459756792	-0.319061723	0.190991214
SEMA3E	-0.430014019	1.614454012	-0.837001384	2.328911004	1.434872827	1.016097991	4.345232356	0.395762913	-0.038728378	0.306511381	0.206923511	-1.040722787	-1.240950735	-0.013533458	1.279859352	0.226612915	1.864537491	3.158132965	-0.876566005	0.459489474	0.544351554	-0.278730237
SERINC2	-2.930405527	0.699967403	0.690004239	-0.191510867	-0.197094624	-1.119865836	-2.747790625	-0.879866488	-0.588262054	0.895969409	0.739654124	0.650078586	-1.191588595	1.352008947	-0.031935251	0.396663585	-0.448047219	-0.253583081	-0.190260452	-2.952522675	0.673612663	0.340404906
SERINC3	-1.231187852	-0.095149062	1.396732002	-0.460205186	-0.285015144	-0.870180141	0.130652475	-0.233530047	-0.80353978	-0.098385194	0.500068564	0.141489877	-0.196448581	0.922844012	-0.925330711	-0.864348922	-0.047579667	-0.417070329	-0.162289368	1.642099578	-0.727637514	0.998741482
SERPINB1	-1.523314711	-0.444719011	1.020859597	-1.377353447	1.183618583	-0.162157412	-2.279482918	-0.583006434	0.485880417	-0.063118363	-0.390379236	0.61412963	2.017600061	-0.491408642	-1.894669357	-0.206385292	-1.129783806	0.211832048	1.697166419	-0.490183588	-0.433498135	-0.181901142
SERPIND1	-0.04755045	-0.421681727	-0.705764862	-0.230596195	-0.090824172	-0.440996151	-0.586437976	-0.298095934	0.285592921	-0.31549927	-0.08335593	0.225972335	-0.149720676	-0.188793006	0.189569009	-0.112794033	-0.688087238	-0.730819383	5.551362188	-0.273841711	-0.243170021	0.021045321
SETD6	-1.777015067	0.019708675	-1.339418881	-0.046111244	0.120760911	-0.842302303	-0.158347229	-0.959022002	0.269534793	0.884242969	-0.597214019	-0.545887503	-0.05048509	-0.728289509	-1.322412049	-0.846981271	0.038274522	-0.534405405	0.769492706	0.466028605	-0.817555633	0.554615102
SF3A2	-2.688851899	-0.372780809	-1.252963505	-0.050709292	0.037950326	-0.458209613	0.481667929	-0.543033298	-0.625777935	-0.018677058	1.222771619	0.305673349	1.230254059	-0.887162572	-2.326293603	-2.887440197	-1.681772889	0.356505594	1.056120212	1.59827915	-0.615383057	0.247009713
SFR1	-0.44471499	0.114661296	-0.206672865	-0.602384698	1.095665597	0.494048053	-0.650031708	0.186537595	1.430287902	-1.275647328	-0.536987883	-0.44104412	0.987583025	-1.09376737	-2.281869882	-0.691511631	-1.540634976	-0.056415171	1.273269504	0.834439071	-0.789230891	0.684020081
SFRP1	1.226027232	2.57272524	1.095576951	1.068369279	2.340391337	0.210932946	1.541197676	0.479474046	-0.402271207	2.030194898	1.952744532	0.185079003	-0.288204504	0.025812793	1.095506596	0.388225513	2.237972975	3.002595773	-0.349357572	-1.168522274	0.122182353	-1.03153131
SGPP2	-1.748108909	1.01416762	0.523899169	-1.098281588	0.715934713	-1.256953157	-2.169902524	-1.47636938	-0.57140439	-0.056401742	-0.587112526	1.044719828	-0.158039472	-0.569738377	-1.300201209	0.830379669	-1.026098207	0.867001375	1.04508592	-0.258885806	0.109386603	0.485021058
SH3RF1	-3.273247737	0.744523145	1.246075092	-0.374108406	1.356145516	0.12492192	-1.252381804	-0.604297826	0.560204499	-0.059928619	0.139738957	1.129457569	0.140860754	0.499399123	1.067249452	1.369560459	0.418230578	1.36044735	-0.362277026	0.366081933	0.0695637	0.367928022
SH3RF3-AS1	1.13495039	-0.476251158	-0.625906515	2.439001331	0.391176415	0.361155539	0.379556674	-0.321319591	-0.651630471	-0.992819627	0.179860696	-0.574919868	-1.046451108	-0.567701518	-0.48856316	-1.343674727	-0.329932769	-2.53392467	-1.018874038	0.684930503	0.319413192	2.180509096
SHB	-2.697483796	0.543727452	1.375240337	-1.114071397	1.194347952	-2.156905684	-0.059239989	-1.005193456	-1.150178479	-0.262241346	-0.743996741	1.395603479	1.683509921	0.185971853	-1.254222057	-0.177022053	-1.307671732	-0.1082159	0.658425035	1.378316521	-1.091627732	0.446773916
SHE	0.011061708	1.691071345	0.587286556	2.692399925	1.805484537	1.943874716	0.489084533	-0.597989644	0.237523506	-0.058703028	1.727527903	-0.1616111	-0.780726204	0.629800514	1.152965657	0.739601688	0.851521378	0.109093206	1.394382039	-1.004006483	1.451237995	-0.632524363
SIAE	-2.611537443	0.616227929	1.297541999	-0.31502011	0.301665152	-0.474536118	-2.733769872	-0.856255583	0.741451047	0.651943531	-0.02573764	0.751967439	-0.652784195	0.780305929	1.007477144	2.178417919	1.664912216	0.635760067	-0.235633291	-1.868960932	1.203141428	-0.664753166
SIGLEC1	0.34630349	0.860299908	-1.229297243	1.094726479	-0.522877524	0.995204206	-0.950825639	-1.605905241	-0.438492109	2.250530819	2.153975931	0.971105993	-1.488698094	0.05652602	0.770750902	-0.42636475	1.393086928	0.33680717	-1.014687588	-0.526580231	1.019789711	-0.481104267
SIRT7	-1.996894374	-0.691946673	0.693975063	0.385958236	-0.100875299	-0.241901069	-2.971617997	-0.530709057	0.499514634	0.233327468	0.524038138	0.916401821	-1.100317946	0.708195631	-0.283889389	0.435316051	-0.292007255	0.889736151	-0.28345948	-2.607701743	0.152533628	0.158609419
SKIV2L2	0.253783872	0.166611956	-0.42327135	-0.529934995	-0.808378909	-0.126812515	1.380209734	1.27768241	-0.053425705	-0.103944025	-0.653806917	-0.586585894	1.254104319	-0.848761269	-0.794312789	-0.303073757	0.715234016	0.691836494	1.8389652	2.283930085	-0.941442755	1.107632978
SLC12A9	1.150953413	-1.562494693	-1.432514979	0.96693707	-1.421045322	-1.392057589	-1.486904508	0.873427707	-0.066933738	0.97969475	0.904157084	0.703079564	-0.546949441	-0.725547877	-2.27967817	-1.915291138	-0.340034723	-0.816411615	-0.400224188	-1.234126012	-0.808327898	1.275889513
SLC14A1	-0.117170253	-0.03888341	0.422417225	-0.341352561	1.037600913	-0.451740758	0.106612441	-0.267962157	-0.435231193	0.038125931	-0.145985225	-0.543922632	-1.227604599	-0.572486892	0.739192067	1.58954559	0.265672703	0.166728767	1.504962124	-0.834339217	-0.010458287	-0.264099833
SLC16A1-AS1	2.193093581	-0.615674275	-0.970089355	0.39289822	-0.544917556	-1.144661135	-0.013722783	-0.210211056	-0.746862125	-0.634763262	0.81269167	-0.868268773	-1.281244617	-0.68694629	-1.22950236	-1.788518999	-0.842270302	-0.820883919	-0.481546233	0.476160865	-1.62224726	1.577583969
SLC19A2	-1.863693492	0.29370979	1.078601761	-0.757118928	1.618952374	2.51349883	-0.409356893	-0.172202068	0.020020887	-0.200332627	-0.182583723	0.437800943	0.88240136	0.338161991	-1.43531864	0.677241102	-0.510864014	-0.300535185	1.477883021	2.649529869	-0.697064501	2.250620072
SLC20A1	-1.837826854	-0.234969073	0.406578794	-0.860481923	0.190462565	1.331999075	-2.539095339	-0.297473185	0.682947147	1.825147112	0.118674789	-0.074897698	-0.103204976	-0.099361447	0.488787557	1.226153057	-0.67647373	0.385550979	1.053466754	0.608406429	1.743625832	1.306238929
SLC22A23	-3.078134465	0.89702161	0.88150411	0.10241208	0.394810986	-0.495177353	-1.953306204	-0.943781988	0.14188304	0.811965644	0.442296443	0.496109838	-0.465797323	0.331896567	1.215427617	1.561346505	0.674856955	0.707085416	-0.543754039	-1.160946906	0.68331991	-1.820005044
SLC25A15	-1.450656333	1.073100681	-0.945097031	-1.380169665	0.292517072	-1.141408544	-2.078018744	-0.922696976	-0.745658409	0.886990381	-1.829048824	0.050140678	0.507442728	0.136559918	-1.401498264	-0.746632253	-0.372356008	0.214189096	0.513638265	2.321788747	-1.230561475	2.812631149
SLC25A4	-1.060122625	0.287168673	-0.244280584	-0.773521925	-0.304594674	-0.171275656	3.851480551	3.012985335	-0.809630126	0.406775266	-0.618014674	0.228943265	0.979792243	-1.106595293	-0.175892048	0.231323942	0.025015903	1.317279767	-0.347332171	1.294435017	-1.436606501	1.948456405
SLC35A5	-1.799040422	1.570086878	0.861407313	-0.931950333	0.839524573	-0.830929245	-0.265290861	-0.003217962	-0.109844035	0.419465997	0.174383325	-0.703644852	-0.147053297	0.482104803	-0.172878608	1.452900527	1.324040626	0.333037673	1.398331403	-2.066424775	1.286291358	-0.723895874
SLC37A1	-2.738170608	0.367706882	1.172982162	0.138836775	-0.680122491	-0.465357528	-2.627530345	-0.813596929	1.043721041	0.093898546	0.3792114	1.243307907	0.231666072	0.276890038	-0.473902429	-0.633782154	-0.218300854	0.932529834	0.041221159	-1.243303039	0.369529892	-0.1624684
SLC44A1	-2.457701666	1.403469693	0.960022631	-0.666271433	1.803388132	-0.864605123	0.760850019	-0.5292452	0.017389856	-0.087508656	-0.741641932	-0.221189295	0.424774909	1.646538819	0.531036525	1.095258647	1.518201378	1.519427443	-0.043273965	1.25575785	0.868005215	-0.340746053
SLC6A1	0.779717056	-0.903441602	0.119512782	2.051155371	-0.31994322	0.666633653	-0.717568047	-1.099471037	0.349474432	-0.243081832	0.506761646	-0.400886718	-0.218947013	0.067898777	-0.53320289	0.389048523	-0.841180638	-0.650451405	0.572860379	-1.073058307	0.003252415	1.357342188
SLC7A1	-0.857382907	-0.323938963	-1.164433287	-1.313341871	-0.591753472	0.180689674	0.731014204	0.17493443	-1.180123714	0.002085611	-1.057743691	-0.256096103	1.43985722	-0.818688008	-0.820516732	-1.310071042	-0.126529898	-0.889912188	1.076073728	1.471707275	-0.690118786	1.365588622
SMCR8	-0.375740293	0.242405311	-0.292456487	-1.020291138	0.86336931	0.163121519	-2.942289189	0.308621294	0.18677018	-0.634609544	-0.172128212	0.721623746	0.820405086	-0.150923664	-0.562528182	0.562907841	0.863287041	0.849308764	0.072458886	-1.427642421	0.290969755	-1.161246162
SMIM13	-0.267698962	1.019837113	0.3393663	-0.158166052	1.305138312	0.371923849	2.427831443	1.342425766	-0.526660036	-1.245613101	-1.063895185	-0.391325724	0.958845232	-0.205953612	-1.541467711	-0.19042538	0.317561792	-0.011732363	1.063773592	1.69710299	0.329900138	0.916435732
SMIM14	-0.762108297	0.399373596	1.478445515	-0.29567063	0.437198157	0.229779992	-1.897903768	-0.823321026	0.106944064	-0.081131358	-0.290840486	-0.499069273	-0.581129067	0.088256564	1.351643533	1.536930054	1.262198471	1.642106494	0.712671754	-0.996487392	0.748270122	-1.664154198
