Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39
TGFA	-1.324853785	0.166887098	1.143282868	-2.582055769	0.796094132	0.94876984	0.141612753	0.230978383	-3.420669661	0.672149119	0.807139695	0.567354079	-0.510951338	-0.598232943	-0.264774656	-0.803440677	0.785535934	1.116024555	0.314022233	0.328430111	-0.118297561	-1.765588996	0.200262453	-0.688680009	3.181468609	-1.605720068	-0.509882047	0.408525629	1.325596363	0.035299645	-0.664435931	-0.371686802	-0.413808106	-0.09495547	0.028597091	0.353958647	0.544560053	0.319934758	-0.467288437
TGM2	0.48202364	-0.332803923	1.322900464	0.149275228	0.907525528	0.614894377	0.129787512	-2.399839294	-3.075535917	-0.494778453	0.737555039	0.26986564	-0.04583609	0.662817704	0.984642979	1.532074948	0.589662788	-1.192261173	0.453092973	-0.024027646	-1.529329958	0.42333176	-0.251646595	-0.388897207	-1.232873612	0.739238126	-0.657751286	-0.773089935	2.557167679	0.374353087	-0.341052763	-0.023160935	-0.873267965	-0.368218092	0.796646412	1.22644079	-0.391426607	-1.0672695	0.802687888
THAP10	0.160403621	0.852130654	-0.746666495	-1.769226887	1.081197482	0.687174538	0.751061639	0.047554414	0.296794483	-0.44180901	-0.682664125	0.214247685	-2.040055744	0.75767115	1.024584505	0.908657191	0.101697664	0.508712918	1.576519186	-0.167113899	0.108843571	1.207228713	-2.833053356	-0.117494309	1.545353885	1.41517542	1.615653706	0.769131646	-1.037644253	-0.625717231	0.467484809	0.666672698	-1.087844703	-0.386515912	0.726289057	1.12648371	0.375797006	0.197497248	0.20985901
THBS2	-0.542988924	-1.723810527	-0.050798714	0.756038101	-1.571822284	-1.302525326	-0.12429449	-1.928316527	-1.319440546	-1.520611091	0.055142743	-0.914656363	1.171591869	-0.82044797	-0.745221975	0.364137719	-0.773775361	0.37920217	0.776972672	-0.770097477	1.090283018	0.040229006	0.828725953	1.00857784	0.68707951	-1.500119355	0.005030453	1.200289304	0.406487065	-0.829005382	0.327302865	1.748725667	1.612121869	0.259068866	0.436453412	0.574756368	-0.447112343	-0.572291697	1.140888342
THEM4	-0.611537519	1.054567009	1.758888041	-1.233398063	-0.018518794	0.528486078	1.519137398	1.406731068	1.403351976	0.203410414	-1.121095314	-0.38075393	1.334936054	-1.039748414	-0.21802611	0.645754159	-1.071625203	0.89539891	-1.24946353	0.859455803	2.202613312	-2.406510237	1.537050945	0.152007835	0.187582836	0.005901023	-1.150030479	0.583636999	-2.117752996	0.023655518	-0.197097929	-0.40314036	0.2584082	0.699492111	1.367495043	-0.344848831	0.948501112	1.037461977	-0.30089096
THUMPD2	-1.096667952	-1.006307061	-0.026042924	-1.839077626	0.39436682	0.346231454	0.360054357	0.554481581	0.52210761	0.368565473	-2.472119454	-0.280140136	-1.343447608	-0.325475175	-0.582132661	0.292213776	-0.776231638	1.623554085	2.359718357	1.061416969	1.33957775	-0.168071529	-0.620605259	-1.473937021	0.179367729	1.783147458	-0.275787401	1.333410543	0.873464151	0.04708005	0.31880885	0.264180089	-0.266544	-0.272548832	0.749366898	1.595370555	1.461043748	2.240413625	0.032370352
TIAF1	0.636287365	-0.043016611	-1.073273866	1.050288946	0.271403872	0.444324426	0.998936955	-2.2490188	-0.994318688	-1.319983606	0.22431443	-0.299609327	-1.276785209	0.180759274	-0.089414473	-0.377248872	0.43128852	-0.631706086	0.422717334	-0.281700197	-1.565229223	-0.233871925	0.869237935	-0.014188447	-2.111067058	1.062252726	2.145055945	0.133711907	0.245725365	1.105527522	-0.479117961	-1.305812042	-0.119495844	0.897411542	0.97605849	-0.576664476	1.462771909	-0.622292249	-0.489189658
TIGD4	0.672847036	-0.12048764	1.270296745	-1.547423624	0.493315691	0.205182977	-0.200175743	0.563395817	-0.558995242	-0.688986815	-0.922131152	0.553350343	-0.129578145	-0.733319895	-1.060094229	0.762113412	0.442630242	1.636701869	0.855058416	0.901684739	-0.217359774	-0.636850337	-0.376038844	-0.426001461	3.92757284	1.683883655	0.519689769	1.170147065	-0.861075275	-0.237288076	-0.185129157	-0.468005449	-1.15831436	0.691235807	1.74689291	-0.841034751	0.305422395	-0.353858043	0.770100467
TIMM21	0.598128663	0.498926055	-1.246302818	-2.294085843	-0.667819941	-0.73201082	-0.594369114	1.037019417	-0.955855924	0.306450773	-0.894931213	-0.032216545	-2.084144306	0.374020591	-0.098833319	0.114484457	-0.964160287	0.66887177	0.985431478	1.635885902	0.511533604	-0.347896442	-0.137689703	0.137890722	0.47890862	1.285638067	-0.629118851	0.955546352	-0.246188452	-1.092968975	0.493444645	-1.458616961	-1.54260063	-0.049511524	2.401157548	-0.042322148	0.346330972	1.576222833	-0.50332544
TLDC2	-0.356535942	-0.413307541	2.520100015	-0.121188329	0.195333948	1.436131904	0.357711753	-1.864331066	-0.204651468	-1.449358568	-0.511686496	0.082657323	-0.766863351	2.456395872	-0.114936697	-0.429107359	-0.183001984	-0.903188599	0.122651685	0.572822404	-0.677969086	0.836061735	-0.798819038	-0.523922199	-2.481860035	2.810654561	0.048654498	-1.03670579	2.745621243	0.852783983	0.739656802	-1.009155455	-0.424210917	0.793126048	0.048088734	1.184846402	-0.368452324	-0.175263819	0.043969361
TLK1	-1.581069726	-1.204062009	-0.181067098	-2.542839903	0.930707601	0.826725036	-0.384407842	1.107907948	0.064965435	0.353949601	-0.646819816	-0.337603001	-0.667274485	0.58982127	0.07815584	0.06687163	0.527564652	1.234905852	0.603264077	0.066379849	2.648015626	0.396268594	-0.60497356	-2.098989729	1.674446057	-1.077059874	-0.025708149	1.28929358	-0.64651574	-0.608481705	-1.040548876	0.021281799	-0.589557577	-1.080213091	0.296721771	0.254569247	-0.76862463	0.316713018	-0.754734901
TMEM117	-1.767146691	0.1603815	-0.051923325	-1.934176345	0.82391818	0.475479081	0.674916624	1.372794642	0.245940858	-0.147725068	0.032809346	0.624231893	-0.372726249	0.107827138	-0.462327105	1.418326184	0.279944269	0.104824826	2.733904777	0.69641445	2.565239219	-0.08195426	-1.474214766	-0.696012714	0.131816822	0.325234284	0.210638642	0.925371892	0.785735898	-0.920159061	-0.914255409	0.99361156	-2.487293621	-0.33242042	-0.770537474	-0.280334	0.226321297	0.239907666	-0.702777921
TMEM125	-1.163856007	-0.071948781	-0.377072343	0.157539061	0.824986054	-0.282303084	0.724641699	0.096637622	0.591884738	0.112141709	1.082711152	-0.151567988	0.233679886	0.626972266	-0.512111915	-1.313492766	0.831896381	-0.535460305	0.036056019	0.763610901	-0.040938311	-2.016063	0.81320998	-0.84545887	-0.33056465	0.978409872	-0.478718739	0.330157725	-1.489479388	-0.549344582	-1.969953539	-2.328084778	1.167355811	1.573226416	1.632907468	-1.007010126	2.322127661	-0.153513945	-1.229136702
TMEM132A	0.919742388	-0.18050865	-0.071613716	2.259514503	-0.740598593	-1.9543228	-0.400497639	0.47510018	-0.549712735	-0.373251316	-0.113068628	0.028234709	0.15525953	0.531905199	0.360848969	0.306392837	-0.058158982	-0.046106269	0.497394477	-1.078149072	-0.415789519	0.220850689	1.790580127	0.997055466	2.500909294	0.979397072	-1.069700767	-0.302452375	-1.375652636	-0.494633265	0.602251842	-0.21296896	-0.388110289	1.137196063	0.761411829	-0.354267488	0.678267396	0.026078426	0.063747898
TMEM165	0.104544017	-0.151548001	-0.246208025	-0.507640064	1.025604703	-2.135526837	0.031644695	1.690856477	1.736227274	0.585695465	0.226020796	-0.09662722	0.793534916	0.425716485	1.202957208	0.77243686	0.450123699	0.022948606	0.264527869	0.438825911	0.882381705	-1.539224787	-0.575467783	-0.131461404	1.995416297	1.547781746	-0.166119779	1.77156875	0.642099249	-1.281623487	-0.434204741	-0.455264082	0.917940671	-1.898739112	-1.621226873	-1.419407461	-0.427305214	-0.901439321	1.159184534
TMEM167B	-0.81550099	-0.626136903	0.012907687	-1.671531298	0.962161945	0.70643696	0.007400818	-0.14415148	3.012150964	0.24281617	1.459987279	0.049561455	0.087865442	0.411728525	0.5671823	-0.957294036	-0.310238116	-0.241470888	-0.436826042	-0.375393297	1.199719966	-1.910476581	-1.347863801	-0.850398231	1.381019535	-0.259882297	-0.618392124	0.877238933	0.51338386	-0.057373887	-0.658636817	-0.651151834	0.480933366	-1.43615199	-1.341818971	-0.259316235	-0.593072502	-1.699508095	-0.225985788
TMEM170A	0.829941565	-0.322391085	0.0506248	-3.480826864	1.087451945	-0.111817783	1.77749443	0.225266638	-1.410645638	-0.345759512	0.954340212	0.567585565	-2.690976183	0.52909664	0.294413278	-0.956915008	0.31839684	-0.856056123	0.025883565	-0.624927167	1.014825348	0.751781308	-1.671462425	-0.96321045	-0.497312307	-0.480385998	0.26882681	-0.185931481	1.218900127	-0.400180199	-0.978938758	-0.920601896	-1.549827584	0.405798076	1.167431388	1.192501733	-0.046541885	1.862265824	-0.131251748
TMEM185B	-0.090000601	-0.940052266	1.313444775	-3.864222764	-0.260412512	0.706837972	-0.166860101	-0.695791456	-0.979124402	-0.307723185	-0.563056355	-0.646692743	0.966718522	0.015278814	-0.157218498	-0.398295599	1.499748693	0.933112819	1.246172633	-1.513973424	1.784598181	0.51704049	-0.323616694	-0.135055157	0.161150601	0.854383898	-0.183072515	-0.10127153	1.120696383	0.097206481	0.216452253	-0.368476325	0.051149193	-0.996614383	0.436600387	0.940557794	0.254403141	1.070919114	0.301841314
TMEM19	-1.084104644	-0.284488471	0.487699036	-3.286312062	0.848295768	-1.456586222	-0.596580915	0.061497976	-0.040277557	0.026601796	0.594051108	1.155613241	-0.961172828	0.788396313	0.492238199	0.412395648	0.925354821	0.265191743	1.629160181	1.912112677	1.800161335	-1.185429461	-1.139133902	-0.717973626	-1.285264073	1.412027411	-0.059303165	0.049922921	-0.139033641	0.244593384	-0.403693252	-1.507934081	-1.711442966	-0.486422218	0.528984197	-0.484988911	0.674758698	1.490611586	-0.018108808
TMEM220	0.429888394	1.278394431	-0.318745641	0.058954544	-0.492313695	0.029666641	-0.262378947	0.147939556	-1.63149639	1.496444117	0.849776852	-0.150309653	1.015488626	0.394073069	0.013336192	-0.886604122	-0.142106408	0.94500377	-0.676308227	0.561222991	-1.553319394	-0.982840546	-0.893237965	0.381062778	-0.394394857	0.743002652	-0.527742891	-0.155890044	0.791765332	-1.313419574	-0.617530751	-0.322964055	-0.499050152	-0.619993187	0.90005523	-0.677944574	-1.089730373	-1.06317376	-0.645083108
TMEM57	-2.085756562	-0.005322272	-1.293699618	-3.490961397	1.271841899	-0.704222932	0.29390969	-0.154330386	0.464379582	-0.879194379	-0.328207173	0.978000307	-0.931658983	-0.305243481	0.03719933	0.721816332	0.157576972	-1.457812485	0.518983375	-1.772636398	0.91333567	-0.747126091	0.083929319	-0.303620484	2.82539728	-0.548976216	-0.038360541	0.564672322	0.392135145	-0.7742082	-1.029506529	-0.048121311	-1.215441336	-0.458248401	0.969787656	0.406293235	1.321375945	0.648083917	-0.229632708
TMEM68	0.53250598	-0.855233895	-0.28078366	-2.580087853	-1.274532917	-0.705196707	-0.254140358	-0.0058301	0.268185283	0.235094966	-1.029940746	-0.692519982	1.293448632	-0.865782661	-0.645005948	-1.291732837	-0.102200828	-0.051178495	1.127221442	1.568483431	3.953306871	0.156556423	-0.686656956	-0.166350174	1.104517502	0.544570077	-0.536143737	0.320516644	1.176828928	-0.29858008	-1.016340264	-1.184752522	-0.178286505	0.059061784	0.394029849	-0.553115417	1.333839092	1.506480766	-0.436660244
TMEM8B	0.162301991	-0.791246086	-0.074914473	-0.685182154	-0.010788529	1.469114236	0.341792974	-0.852576555	0.077675199	-0.522675552	-0.076065647	0.001751167	1.704888479	-0.428562319	-0.110852016	0.465898067	2.65886282	-0.934680687	-0.979712214	-0.855698293	-1.73552964	-0.173636324	-0.442276577	-0.897607687	-0.007555278	-0.244758885	0.204822808	-1.123466522	-1.467631665	1.154575691	0.817749946	3.923355522	0.132892755	0.666073814	-0.14117246	-0.17538403	2.35290315	-0.273625589	-0.472549722
TMTC4	-0.745881624	-0.47901838	0.991514794	-2.851674048	0.094722229	1.75858475	0.993836116	0.104450817	-0.224416747	-0.165367566	-0.337031854	0.554433287	-0.38013753	0.466229049	-0.48091514	1.02152276	0.713781745	-0.408969853	1.054386284	0.08147005	0.830689558	1.192883883	-1.626130803	-0.658216269	2.141706893	0.329087234	0.523951933	0.071219088	-0.052339149	0.471894609	0.646692013	1.18273443	-1.430729194	0.552815961	0.615339965	1.560242107	0.543002971	1.755855917	-0.595194249
TNFAIP1	0.235278323	-0.164798644	-0.020522499	-0.28541479	0.947505661	-1.205988307	1.158818484	0.535267198	0.959018124	-0.278606217	1.123543302	-0.264343383	0.606888899	-0.710625288	0.708997003	1.314180283	-0.093981047	0.063559211	0.947683273	-2.238470307	-2.484220314	-0.946532314	-0.298154018	-1.11908273	1.317429142	-2.373806382	-1.350965746	1.426303893	0.590886461	-0.302745559	-0.630906466	-0.135450816	-0.142623081	0.311287113	0.890408461	0.655065839	0.351257771	0.56146871	0.896474025
TNFSF10	0.107875036	1.049895538	-0.143096056	-0.621227721	1.078470989	-0.021515939	-0.295301723	0.055694396	0.083779051	1.205473846	1.073960594	0.784374989	0.688524038	0.983853429	0.903776887	0.95200104	-1.124583464	0.094033046	0.210356146	1.23885423	-1.814243169	-1.442915961	-2.403724968	-0.720496298	2.18179318	0.588903503	-0.560027993	-0.022521304	0.334243979	-0.651625474	-0.031686722	-0.004367857	-0.307095021	-1.789442706	-1.547859962	0.156478148	-1.053968416	-1.94382115	-0.587203206
TNNT1	-0.497515059	-0.112567806	-0.45116259	0.540854123	-0.7782263	-0.7706754	-0.613085589	-0.115549014	1.062076336	-0.439611931	-0.274809543	-0.752286739	0.377162576	-0.423246511	-1.539777485	-1.05601443	0.420413965	1.822249455	-0.22615569	-0.307807371	-0.331504636	-0.336070719	2.791967739	0.621175765	1.347209206	0.259571514	-0.092293381	-1.11671906	-1.439172533	-0.016623955	-0.035402852	1.12091773	-0.12114932	1.681061847	0.462379996	-1.273115994	-0.242345013	2.933817794	-0.487192376
TNS2	-0.37864675	-0.47492083	1.29448169	2.49439156	-0.383659086	-0.208709772	0.217246272	-1.229513786	-1.678216425	-0.56412584	0.407243522	-1.596810427	0.592522683	-0.667461999	-0.941666721	-0.116034756	-0.042283986	-1.334906845	-1.611084218	-0.807053454	-1.697443553	-0.025296176	2.161720098	1.015752414	-0.558412234	-2.089051451	-1.230681185	-0.86083439	0.303022948	0.197217707	-1.081726963	0.613112747	0.473055121	0.23049797	-1.05329772	-0.509062361	-0.264201654	-1.336127698	-0.224748906
TP53RK	1.158921973	-0.695659518	1.508762939	-2.828649299	0.080332735	0.669123475	-0.348718036	-1.101254427	-0.321598566	-1.251188621	-1.027049291	-0.275068201	-0.574450278	0.043171924	-0.442787375	-0.095912724	0.432406243	-0.927061119	1.662144659	0.765725893	0.307401059	0.805045906	-1.223515472	-0.494560794	0.506207154	2.498494632	0.188271066	-0.436306416	-0.412523854	0.125654378	1.126896124	-0.842464227	0.220702879	0.69217906	0.720205698	0.528177199	-0.048015831	0.488916098	0.992961324
TPSAB1	0.224893756	0.194764041	0.185440527	0.54742785	0.160241522	0.382773508	1.026351273	-1.623156913	-2.297401794	0.59603328	1.813434338	1.113755964	0.268304907	1.195375405	0.423434836	-0.477810638	0.008077773	0.587412594	-0.071579182	-0.139933655	-2.011873871	-0.99585472	0.727306718	-2.398106544	-0.945328179	0.586042428	0.056887387	-0.952872198	-0.067123508	-0.58525908	-1.781762073	1.351320037	-0.421650047	-0.002274432	-1.167416101	-0.552716417	-1.217083	-1.161807036	-0.147822199
TPSG1	0.088287071	0.297095549	0.133169459	0.686135613	0.950915397	-0.380984941	-0.258302086	1.096926514	0.607283359	0.7598058	1.612490089	-0.454347119	-0.897710898	1.574136915	-0.623095042	-2.564923354	-0.202165708	-0.415706195	-0.640747936	0.302069502	-1.096927628	-1.261681855	0.226003603	-1.009021616	-0.970991602	0.449571615	-0.50603344	-1.181461493	-1.700456123	-0.251392224	-0.911783916	-1.378117577	2.191520508	0.7316826	0.99658898	-0.471928745	-0.054515036	-0.34301528	-1.070591397
TRAPPC8	-1.041696531	0.57520154	0.511857497	-1.401987929	0.396249489	-0.03904271	0.412866749	0.976737577	0.470661686	0.872898864	0.521329434	0.726981048	0.032911899	1.034236895	0.452134798	0.983608398	0.282739603	1.546283011	-0.513396998	0.132961881	0.282805969	0.488722684	0.993275819	-2.028831631	0.751080002	-1.712797297	-0.662697707	0.864844342	2.249467655	-1.059684824	-0.207615763	0.515965291	-1.175402231	-2.595447077	-1.973374983	-0.498449414	-1.321081007	-0.772851315	-0.268736219
TRIM27	0.110809062	-0.614693997	0.467900373	-0.083277468	0.533365748	-1.136194657	1.429382117	0.672317574	1.600194507	-0.307594451	0.494238556	1.678303503	1.084943744	-0.0957801	0.267865683	1.32043923	-0.046732813	-1.406424659	0.762344453	-0.895598463	0.087344148	0.37166032	-2.466928286	-0.230377704	1.746905293	0.450894301	0.271639221	-0.17500795	-0.757027626	-0.567528486	1.24882628	0.92107207	-0.565587974	-0.190738543	-2.942319197	1.049909546	-2.381692741	-0.847737668	-0.51734043
TRIM37	0.590223908	-0.53585194	0.114035806	-2.96330839	-1.150959322	-1.749722864	-2.003401104	1.211287965	1.057587444	-0.287279991	-1.572113838	-0.079098296	0.308780589	-0.605642454	0.072324236	0.169805267	-0.862157786	0.356510356	0.890238643	-0.320611755	0.180781058	-0.128500105	-0.611332929	-0.333614802	1.452558372	0.81557859	0.993840502	1.165798389	-0.250820786	0.134566718	0.098442724	-0.99015415	2.605940653	0.864285805	0.174062709	0.68040424	0.114859455	1.95886082	0.774612582
TRIP11	0.482768883	1.038954518	0.389123975	-1.374882942	0.790481169	-0.514680522	-0.428760409	1.207403853	1.387604393	0.974399373	-1.781561321	0.640814704	1.212217264	0.463121414	1.336700327	0.948534547	-1.411162236	0.228563827	-0.432976296	-1.566999358	1.401265192	-0.873001844	-1.604541797	-0.656873116	0.147671172	-0.963413541	-1.02787883	1.765940687	-0.056567558	-0.495949355	-0.318423571	0.482545379	-0.171817679	-2.448632065	-0.466599597	-0.884312973	-0.50449477	-0.997183532	0.939514482
TRMT5	-0.023223573	-0.159913419	0.170274708	-2.2357056	-1.362104048	-1.231363028	0.411674454	1.064894968	-0.607420697	0.481530545	-0.668083508	0.06661937	-0.579826126	-0.820755746	0.050958368	-0.557218242	-0.907767311	1.747490989	2.201729955	0.121039245	3.259549772	-0.472672465	-1.071504248	-0.647579377	1.362237154	2.774543514	-0.805864681	1.322375076	0.125032333	0.52686998	-0.247856607	-0.201692297	-0.088165723	-1.488065882	-0.215871455	-0.66756967	0.946571983	1.058878919	0.805369685
TRNP1	-0.267724983	-0.613996192	-0.054362148	1.177234685	-1.039550266	0.090557823	0.777690219	2.674300841	1.182078493	-0.655096286	-0.013679371	-0.675054055	2.993992634	-0.958754841	-0.079449834	-0.629828439	-0.728387183	-0.006555511	-0.565698801	-0.802608239	2.297511045	-1.264986978	2.289779925	-0.02701614	-1.034281009	0.505822772	-0.995694945	1.958466553	0.543224345	-0.412296959	-0.788181871	-0.547486109	0.050468355	-0.449824457	-0.473423485	0.420828285	-0.888267992	-0.761141215	0.134481243
TTC38	0.897369401	1.029726417	0.180592617	-0.308555324	0.213638077	-0.883963377	0.221120937	0.539380693	0.413948662	0.567851966	0.682271436	0.426908663	-1.013509446	1.086075207	-0.939798959	-0.131195912	-0.495929413	1.195479951	0.344318868	-1.917182297	-0.66409022	1.060183023	-0.040675971	-0.571398084	-2.134016062	-0.369525183	0.078827092	-1.117879839	-0.792968162	-0.831898612	-0.334150012	-0.260775868	-0.42698685	1.353045042	0.517126682	-1.471604647	0.441000474	-0.554252115	-0.72504535
TTC8	0.854628713	-0.220821579	0.504003389	-1.975387326	-0.903033985	-1.113824993	0.867621149	0.658896098	-0.140138083	-0.115762893	-1.110439841	0.128090433	-0.366642344	-1.316550398	0.423091896	-1.152560798	-2.277529842	0.413840499	0.545879712	-0.119387334	2.847109199	-0.113509253	0.245756319	0.261939103	2.01100096	2.120234552	-0.707242781	1.047677082	-0.198778791	0.429253109	-1.16145345	0.446041946	0.548841361	-2.361482644	-0.322729873	-0.896235746	-0.102012841	-0.224029036	1.231364875
TTC9	-0.480390206	1.604654574	-0.483984132	1.890459305	-0.717761483	1.826794503	-0.089693046	0.045293294	0.06275466	0.87334813	0.740842347	-0.892432711	-0.315156708	-0.358734903	-0.315156708	-1.159727673	0.16520638	0.973276001	-0.657624631	0.636921769	1.718668777	-0.855842262	1.660285265	-0.132243374	2.998950873	0.153880621	-1.117139403	0.058749365	-1.363841726	0.353917039	0.245422388	0.498759936	-0.097855526	0.438509664	1.591369125	-1.205242717	1.379325147	0.57448943	0.303889636
TTLL5	0.877216591	0.138880553	0.080828785	-0.320376898	-0.127601835	-0.52169287	0.560332363	1.173325309	0.335213191	0.007865241	-0.168995035	0.186925974	0.85656134	-0.270468662	0.198504387	-0.127601835	-1.567865801	-1.425559062	0.357535619	-2.236041601	3.057524377	0.585823844	0.416221326	-0.131712789	0.869679615	-0.892582957	-1.138145418	0.501784191	-1.028483481	0.484958715	0.27148978	0.197072892	0.301941265	0.618539923	0.41971112	-0.434579742	0.316535036	1.3613404	0.633282136
TTLL6	0.155662223	0.852976352	0.166493202	0.701240284	0.311641263	-1.516489425	0.850307823	0.376500863	0.928845449	-0.62406209	1.168282838	-0.129375711	-0.008144235	1.129740009	0.531345531	0.007338416	-0.987706009	-0.155852637	-0.286874415	0.315028398	-1.331090605	-1.00807876	-0.147559208	-0.465501617	-1.751425357	-0.332254819	-0.498896609	-1.413856688	-0.153565349	-0.301403784	-1.221462113	-1.611218078	-0.44760919	-0.0017896	1.021100468	-0.161951159	-0.511248005	1.176575092	-0.578477274
TTTY5	1.117184076	-0.026739628	-0.228108271	-0.149767301	-1.948158744	0.53072608	0.262382384	1.366804033	0.287258414	-1.011449329	-0.773313843	0.066474702	-0.967705728	-0.989900291	-0.961210865	-0.476126073	-0.56231622	0.614399783	0.589338129	2.997349511	-1.099310645	-1.167286933	-0.283596234	1.70185245	0.189801684	1.335051812	0.514437715	-0.989900291	-0.669549373	0.620426479	-0.409423337	-1.495398286	-0.033642374	-0.747527916	1.431420946	-0.036909916	1.308394833	1.02644347	-1.030005794
TXLNB	0.372221457	1.063426804	-1.307890726	0.318537362	0.803792909	0.687575836	-0.539808381	-0.261228039	-0.601492476	0.03036109	-1.596420994	-0.807363657	0.793872263	0.021292917	-1.195901147	-0.741697211	-0.949309357	-0.821385289	0.725286682	-0.522558883	-0.905042983	-0.270178549	0.02037527	0.103084249	-1.90986746	-1.172418876	-1.288679191	-0.84632509	-0.812292719	0.142781681	-0.486244758	-1.240142067	-0.020321122	1.495152137	0.312322826	0.527709454	0.276113354	0.861201697	0.971533702
UBE2DNL	1.21827765	-0.242582115	0.385714727	2.488294506	-1.131405257	0.959498125	-0.634045104	-0.608879269	1.118667447	0.316375808	0.311899144	0.296557731	-0.398262985	-1.116227661	-0.159427239	0.189399787	0.942218274	2.320077394	-0.035814007	2.333656	-1.388316116	-0.148413454	0.984485759	0.54735021	-1.977069946	0.454942566	-0.430648782	-1.419855318	-0.197568931	1.652904881	-0.265865287	-1.283566069	-1.394141714	1.453106998	0.171308501	-1.347911371	0.262596358	-0.65700467	-0.183797261
UBL4A	-0.172234901	1.108626866	0.711833145	-2.876283097	-0.219322595	1.205118036	0.136242016	-0.496956842	0.766328858	-0.501061046	-0.279162555	0.538384771	-1.886452779	-0.768325656	0.534275175	1.634245518	1.253481112	-0.24045673	0.493396549	-1.102213614	-0.180661763	0.797763985	-0.551888441	-1.357641116	-0.383971833	2.190694357	0.244268136	-0.311333605	-0.459614809	0.400083632	-0.150002606	-0.080115557	-1.071255941	1.165677031	1.593916797	0.830560866	0.175110687	1.444614492	0.647317469
UBR4	-0.250448233	0.875369273	-0.189823926	1.038415815	0.283445182	-0.749979305	1.323258717	1.521837416	2.392877501	0.205388162	-0.857559949	-0.545377798	-0.213370434	-0.699794342	-0.278790841	0.078657395	-0.20759545	-0.652130949	-1.06969689	-3.109014877	1.519536187	-0.161448932	0.806515433	-0.596556319	-2.000555656	-0.899966471	-0.187982402	1.016036653	0.313674003	1.165917119	-0.465027639	1.213599749	-0.953081651	1.77158672	0.592680998	-0.264930017	-0.332614342	0.094257957	0.032346552
UBXN10-AS1	-0.616936682	1.319306738	0.274279535	-0.73792639	-0.796795342	-1.054674609	0.209989261	-0.659934124	-0.673862887	-1.332422655	-1.245294536	-0.996645164	-0.966665916	-0.660457515	-1.135190493	-0.853339202	0.093096516	-0.498894355	-0.162732812	0.353083014	-0.209840931	0.399143523	0.344788802	-0.826167104	2.809837971	1.380388654	-0.114460846	-0.754095692	-0.084164415	0.068416078	-0.950428885	-0.382281144	-0.763874513	0.751246328	1.463845711	0.225947161	0.061686925	-0.370273249	0.142295774
UHRF1BP1	-0.152395879	0.590942356	-0.504393973	-2.312744215	-0.206175074	0.478869163	-0.264054977	0.858063448	0.285967884	-0.574466985	-1.095257141	0.45289488	-1.740632819	-0.330285447	-0.133955791	0.710337651	-0.990001451	1.396867528	1.049886758	-0.942568237	3.561041713	1.133064091	0.039966463	0.261607354	-0.406913012	-1.988485573	-0.514633927	1.018018638	-0.014867214	0.674013513	-0.314144049	0.292474926	0.075550897	-0.046979347	1.106724682	0.00436973	0.261668181	1.659867173	-0.178188944
UPP1	-0.061975146	0.585154052	0.075401934	0.154488777	0.238398182	-0.830971187	-0.855438657	-2.134222433	-0.742732719	-0.635297039	-0.23434286	-0.480948073	-0.51294912	-0.593025429	0.200066068	0.032335115	-0.447799654	0.231563133	1.13436646	-1.188472087	-1.382582819	-2.537301517	0.273064558	0.387163899	1.695108898	1.069105355	-1.408790885	-0.235246615	1.786539742	0.730572363	-0.48154252	0.240379908	-0.284606856	0.896030344	2.686672801	0.736376457	1.694161557	0.818626404	-0.012829444
URB1	-0.074036107	0.348999992	0.468664283	-1.86899489	-0.103522011	-0.502608912	0.864058411	2.448632146	-0.572054308	-0.124746264	-0.382975444	-1.117723764	-0.221558692	-0.947468126	-0.558057776	0.50503632	0.211971775	-0.281740208	-1.344962598	-1.282155815	3.152195841	0.449924858	0.488649003	-0.242565236	-0.485608494	-1.776191071	0.34610688	0.936566801	-0.676296115	0.984359945	-1.125427343	-1.160343918	-0.497879999	0.348881662	1.268897852	0.212484363	0.824359842	2.660252744	0.100529221
USMG5	-0.380390006	-0.579013833	0.179705097	-2.197371287	1.123247321	-0.570618643	-0.738294272	0.193619557	-0.101329702	-0.057184102	-1.461047946	0.153467131	-0.545295692	0.310255393	0.046266793	0.153487835	1.146769272	1.547746386	1.281026359	2.546681494	1.150721038	-0.108930659	-0.035079437	-0.068909685	-0.371704153	1.259180173	0.085177078	-0.338396995	0.451056385	-0.851242228	0.207910792	-0.867166692	-2.499785801	0.769261019	0.483159803	0.621488512	1.658027224	1.617291968	-0.037563142
USP36	0.993688565	-0.260040278	1.22046764	-1.327583653	0.445051674	-0.702137107	0.459373212	0.207566245	-0.672283333	0.430194988	-0.559044799	-0.162220249	0.454326366	1.413505902	-0.259207692	0.911870499	0.305466096	-1.24676772	-0.558137412	-1.728081965	-0.983876891	2.127491896	0.16231202	-0.737402486	-1.278352325	-3.118554976	-0.078265224	-0.983780876	-0.765942086	0.485940843	0.525573216	-1.489995885	-0.02812282	0.835497624	0.117168351	1.772751156	-0.633942193	0.806927685	0.800711763
