Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
SHB	0.738325998	-0.637103032	-1.022409995	-1.440718714	-0.194981346	-0.622588028	-0.083844147	-0.697317429	-1.033819842	-0.422671857	1.144645834	0.06583343	0.521816561	-2.014094495	-0.174795022	0.101313923	-0.936278667	0.052405138
SHE	-0.7913504	0.666136501	1.050206146	-0.060690596	0.181906286	-0.997949483	-0.206086416	1.109060084	-0.657070463	-0.311439271	-0.82609727	0.298542303	-0.425461535	-0.194954198	-0.708015332	0.265751029	-0.891522701	0.245841342
SIAE	-0.554256492	0.117621518	1.339187748	1.786451876	-1.310831088	0.60752318	0.662528226	0.352202973	-0.287587716	1.028008375	0.87636408	0.80279464	0.103315785	1.197411759	0.308930671	0.470781061	0.852397681	0.129257049
SIGLEC1	-0.919610722	-0.068302907	0.285433771	0.344710809	-0.92544685	0.817991519	0.693942642	1.753336713	-0.183966325	1.222545653	0.289268422	0.945566717	0.053825898	0.817092649	-0.34799292	-0.265881966	0.655529956	2.001748616
SIRT7	-2.3899762	0.84424314	0.076199124	1.488880315	0.288319426	0.804726505	0.96076498	0.254160855	0.12669002	0.73616261	0.387421783	0.409706245	-0.051297398	1.315297582	-0.158108819	0.273057772	0.606199254	1.491407343
SKIV2L2	0.438741613	-0.62093145	0.107375738	-1.212785275	1.178621794	-0.788541991	-0.643242298	-1.272734039	-0.945957905	-1.729381153	-0.299485271	0.638287555	0.141341551	-0.302438849	-0.517827749	-0.572964894	-0.035516617	-0.109054428
SLC12A9	-0.57003169	-0.483986386	-0.502602355	-0.682425472	0.370585939	-0.104624656	-0.13998205	-0.101890852	2.329975979	1.74541574	0.882150789	0.609643847	0.936373514	1.210128631	0.961790666	0.235570731	-0.295947467	0.334194023
SLC14A1	-0.697216169	0.026206822	0.78167377	1.911298504	-0.75572884	-0.39779279	-0.460405702	0.134266897	-0.468454796	-0.571904928	-0.36944558	-0.217080708	-0.456995404	-0.506781467	-0.082512176	-0.460081549	-0.439337422	3.610180301
SLC16A1-AS1	1.155498024	-0.377008098	-0.710152635	-0.680142467	1.503507848	-0.157936946	0.06337787	-1.65453178	-0.571810992	1.038163546	-1.198555466	0.629637973	-0.553875413	0.260902903	2.793851891	0.803738746	-0.19894204	-0.498848325
SLC19A2	1.516469422	1.082305556	0.027565198	-0.016366535	1.814334714	-0.092010502	-0.325939376	-0.97209037	-0.071492899	-0.931581661	-1.120600697	-0.40103608	-0.144192235	-0.792219958	0.5126935	-0.131679561	-1.342380952	-0.538129664
SLC20A1	0.165738906	1.911486852	0.739551227	1.579349173	-0.019824514	-1.45726418	-1.156490849	1.765553498	-0.549573721	-1.28328959	0.149479976	-0.274394457	-0.925256848	1.674075933	0.738491405	-1.274264645	-1.300104452	0.100751863
SLC22A23	-1.124770183	-0.266936944	1.338451307	2.276857207	-1.557340198	-0.074031395	0.589761533	0.028701833	0.703375416	-0.009850066	0.953679198	0.470715575	-0.047812586	1.963392557	0.644819951	-0.241661112	0.056051628	0.594003897
SLC25A15	0.299159121	-0.133640676	-0.904595536	-1.529935137	1.082436288	-0.283114168	-0.383056931	-1.515135818	-0.607483863	-0.315302737	0.600852233	1.20847529	-0.345210062	0.299262179	0.356852578	0.990494046	-0.382216388	0.153895753
SLC25A4	1.317023316	-0.979823778	0.942511482	1.078680077	-0.014543007	0.124000856	-0.384180139	0.14022643	-1.006833519	-0.455707803	-0.146152623	-1.264419833	0.69855488	0.593099727	1.803680738	-0.357476913	0.555052457	-0.463612864
SLC35A5	-0.116491908	0.281901349	1.837047289	1.098896624	0.396877805	-2.038982908	0.256900411	-0.319540972	-0.147238658	-0.705823552	0.072418529	-0.502978756	-0.641571813	0.026446898	-0.740469481	0.066863184	-0.31441578	-0.039263716
STK17A	0.306716962	0.899150561	0.678730893	0.243267864	-0.15271109	-0.771175494	-0.969290276	0.644102413	-1.91632647	-0.673680772	-0.364651929	0.064368288	-0.331580604	1.706007759	-0.179793286	-0.300162248	-0.936490309	-0.473175754
STK26	0.652079034	0.809723074	-0.219590566	-0.277203256	1.240940944	0.74998156	-0.471880379	-2.513403102	-0.676573221	-0.689777024	-1.061680189	0.249469337	-0.609739808	-0.863242564	0.099242172	0.073542666	-0.801612558	-1.134182088
STOML2	1.463772238	-0.611228594	-0.576558374	-0.78019352	1.081470283	-0.969024257	-0.014007867	-0.780704522	-1.024884455	-0.001749085	0.920473709	0.452677311	1.406947994	0.571073198	1.284231402	1.232286553	1.484498768	1.008594732
STX10	-0.932180696	-0.300363206	-0.789862958	0.185889762	0.581349163	0.328368542	0.499214963	-0.211618983	-0.855162008	-0.125226083	0.891459941	0.371184851	0.894229123	0.75589444	1.431470066	1.148310032	1.932846318	1.195689892
STXBP1	0.147177828	-0.243302616	-0.185593669	-1.120452269	-0.202685718	-0.389391252	0.114881713	0.619533377	0.774372581	-2.685092316	0.974463766	0.493184074	0.383645884	-0.355955783	-1.780267256	0.651781601	0.507760279	-0.106385425
SUGT1	-0.039455259	0.057913416	-0.564642568	-0.850417622	2.512684184	0.098038917	0.120971938	-1.81356275	-0.586992665	-1.059674392	-0.130378404	-0.832179843	-0.800334044	0.717562427	-0.13626678	0.74689538	-1.367993173	1.093588422
SUV420H1	-0.174341353	-1.008395863	1.200265986	1.79735243	-0.795464294	-0.326246756	-0.008767468	-0.049805925	1.015396758	0.488195778	0.573274582	0.242772753	0.014100637	-0.835098962	-0.157057946	0.173235468	-0.862261665	-0.200491098
SUZ12	0.860682455	1.266254121	-0.227912129	-0.827650176	2.009826488	0.014843863	-0.230363812	-1.23830668	-0.756778944	-0.540769246	-0.57678142	-0.508790372	0.056933307	-0.789810652	-1.084613813	-0.591386763	-0.723813384	-0.992215067
SYNE2	-1.138483477	-0.304612232	1.196858724	2.089584405	-0.402984956	0.150188311	0.589706744	0.57011597	2.225363571	0.284967411	0.157889392	0.260738923	0.364423926	0.812271702	-1.622592807	0.017701358	-0.367846701	-1.572275787
SYNJ1	-0.178009714	0.990581132	1.703835619	0.987858777	0.597115196	-1.098331271	-1.113710645	0.017941449	-1.563317394	-0.488131856	0.551889388	-0.850275481	0.126016899	0.561920013	-1.63486764	-0.659808235	-2.302320468	-0.682622441
SYNRG	-1.220606885	0.127647382	2.159828552	1.036757191	0.414971225	0.44930591	-0.167244413	0.464608015	0.352055707	-0.258902349	0.523560487	-0.466200104	0.21684142	-0.584072871	-0.083713216	-0.842319143	-1.067898024	0.133445037
TAF1D	1.671849599	0.437389792	-1.378053856	-0.503701747	1.270016853	-0.549590916	-0.929405453	-0.933437525	0.435789089	-0.507649489	-1.258602626	-1.108463765	-1.075332586	-1.525483019	-0.581013042	-0.959429712	-0.42014021	-0.462260116
TANGO6	1.63389207	0.732203124	-1.418611964	-1.898963278	1.868255163	-0.057870558	0.101742854	1.073602188	-1.655773433	-1.099435697	0.56425042	1.314806769	0.200124247	-1.090493818	-0.951670458	-0.441289338	-0.390188329	0.999670374
TAOK3	0.007551062	-0.627585439	-0.482389926	0.869831971	0.610909665	-1.219421318	-0.710808481	-0.145144057	0.166374521	-0.396515053	0.239855695	-1.301857915	-0.301053518	0.104632597	-2.086733471	-0.928736011	-0.178891433	-0.500684024
TAP1	-0.012868116	0.001268589	-1.008646866	-1.267008437	0.0767895	-0.077184013	0.312907238	-0.871172451	-0.482562749	0.762011626	-0.497417529	1.810830831	1.476104338	2.119929143	-1.155847626	1.562913733	0.288640562	-0.693093404
TBC1D5	0.160622052	-1.142622235	0.239481816	-0.277969046	1.197899567	-0.825975716	1.225249903	0.430345649	-0.066183304	-0.329828992	0.44959466	-0.471971152	-0.183625671	-0.993469135	-1.514451137	0.599750326	-0.712217278	0.752521831
TBCD	-0.049584442	0.233483599	-1.888317258	-2.179049468	1.424080018	0.740883078	-0.091266809	-0.060137601	0.147074714	-0.55474236	0.718444011	0.182002393	1.191176711	0.80033986	0.748856776	0.415132309	1.187844631	-1.328421025
TBL1X	-0.540016683	-0.114262493	0.032789054	-0.060550729	-0.167583618	0.928135249	-1.353657274	0.662531126	-1.895391749	-2.667976799	-0.471446791	-1.848228262	-0.537495961	-0.095341516	0.765453079	1.372999915	0.048261071	0.752463542
TBL2	0.054746584	1.154491996	0.597556934	-1.416433733	1.069499544	-0.182509011	-0.100613979	-0.473366352	-0.473946714	0.255723634	-0.087670174	-0.333868272	1.041362547	1.29279953	1.810573636	0.537814013	0.771658152	0.228964012
TCEB3-AS1	-0.562811349	-0.005938491	9.99E-04	-0.990647697	0.055749845	0.177494925	0.330478064	-0.385891398	0.572622666	0.051610804	0.270278931	0.374685216	-1.220520299	-0.438646386	-0.71271099	0.36610465	0.028862233	0.39354493
TCTA	1.873176111	-1.162945025	0.305899804	1.626093649	-0.751878599	-0.243262857	2.162285371	0.541659025	0.768591544	1.252880548	0.21710301	-0.262278385	1.274427138	2.002778544	0.042998074	0.266105571	0.726667362	0.727528047
TFAP2C	-0.356912	-0.290058086	-1.059076409	-1.275183383	-0.519871995	0.396876358	-0.129722256	-0.616603831	0.679924039	-1.315736939	0.674256164	0.267912765	-0.623437236	-0.184079489	2.044232021	-1.312033417	-0.889259589	1.549289648
TGFA	0.600286713	-0.004183986	0.53075401	1.0945428	-0.359825399	0.760896723	-0.118257474	0.817271308	0.252217463	-0.806433357	-0.328975013	-1.305850525	-0.972084246	0.43428308	0.246268203	-0.890812046	-0.077509477	0.521301032
TGM2	0.449900267	1.422028681	-0.454452661	-1.910246229	1.576657005	-1.341552905	-0.692816418	0.961681277	-0.848681043	-0.206481722	-0.419855365	1.324463908	1.518066154	-1.761887192	-0.796822288	0.880208839	-1.590519831	0.177029881
THAP10	0.747555737	0.322785291	-0.773643546	-1.262982164	3.159041179	-0.072633113	-1.853746255	-0.901478658	-0.63600611	0.199131895	-0.470306875	-1.073125067	0.185733807	-0.155991966	0.411751391	0.006517602	-0.016023667	-0.985618787
THBS2	0.182323	0.522411083	-0.929178817	-1.041742361	1.580095772	0.285236696	-1.572231807	1.985244317	0.164008316	-1.691149704	-0.591833458	0.318282652	-1.826428582	-0.839898955	0.545189479	-0.555204917	-0.768640163	1.062857147
THEM4	0.172542324	0.680408471	-0.437959595	-1.304349468	0.569139703	-0.166417114	-1.034258646	-0.547808163	-0.727531808	0.603658612	-0.953917036	-1.295835743	-1.314055541	-0.135345013	0.388167644	1.171985748	0.755550972	-0.007074725
THUMPD2	0.352032477	0.507300922	-0.907535275	-0.892066647	1.632919469	-0.411408588	-1.045314943	-2.104638817	-0.064566065	-0.594822914	-1.087634148	-0.56974528	0.011078292	-1.282926588	0.180469499	-0.889735954	-0.854072845	-0.159878047
TIAF1	-1.019455745	-0.647065063	-0.85688708	-0.041240119	-2.138002826	1.299963825	0.466575638	1.556906287	0.616065747	0.999775012	1.013436489	-0.980991513	-0.589313369	1.671181629	1.159431747	-0.194517567	0.369667609	0.617371664
TIGD4	1.149191865	0.17798258	-1.652869518	-1.115132266	-1.087635028	-0.126158121	-0.201506194	-0.568772983	-0.67666661	-0.182814593	-0.314848796	-1.168081471	-0.222512585	-0.3037417	0.044433909	-0.391148768	-1.067491914	-0.974364785
TIMM21	0.106039372	-0.673068231	0.471181942	0.263062143	-0.872705711	0.91677714	-0.176485675	-0.541907037	-1.105118836	-0.509159073	-1.055087998	-0.43319762	-0.147098162	1.552452283	0.473876673	0.700160265	1.279696346	-1.29022952
TLDC2	-0.090495332	0.484541881	0.897030162	1.207033421	-0.139545883	-0.449353808	1.398093522	-0.358170879	-0.092029187	0.045574059	-0.015477758	-0.147329448	0.465063719	-0.233419005	-0.764474025	0.965900221	-0.472030313	0.776741437
TLK1	0.658841546	0.082579897	1.754102563	1.093150239	1.534663793	-0.465472365	-0.526341396	-1.2475363	-1.134122167	-1.273187161	-1.077949309	-0.186025108	-0.430639456	-0.878378669	0.177183597	-0.825192384	-1.118670281	-1.669813303
TMEM117	-0.472202622	0.293542019	0.031822281	-0.726552835	2.948336967	0.315897903	-0.235249197	-0.730715477	1.161381127	-1.189020762	-0.67615455	-0.870794225	-0.392578685	-0.262956462	-1.163538768	0.20067773	-0.697379299	-0.799912077
TMEM125	0.138163092	-0.50297799	0.409027297	1.02469446	-1.484537303	-0.682482412	0.123358568	-0.277919164	0.16749716	0.527583945	2.349786449	0.331121134	-0.034749338	1.490207131	-0.048360956	0.519714716	0.84940969	0.925737985
TMEM132A	0.433866531	-0.571498238	-2.573288783	-1.416976071	-0.268382799	0.449734684	-0.226063325	0.171264165	1.868381089	0.431384209	0.614625326	0.504756788	0.958885331	-0.931802546	1.050618347	0.918298915	0.466850296	-0.647982563
TMEM165	2.220385052	0.367174427	-0.584979484	-2.144640909	0.117594164	0.185657629	0.034155456	-0.499471029	-1.89159021	-0.20430743	-0.471859125	0.621433803	0.178127685	-0.181444333	-0.998189174	-0.377429734	0.80585506	-1.425984737
TMEM167B	-0.428440954	0.666423298	0.911821886	0.450473557	-0.625323985	-0.060289481	-0.617177684	0.320110556	-0.838273241	-1.213280955	-0.240285567	0.040424938	-0.798263643	0.524199002	-1.015216402	-0.193235782	-0.524579125	-0.024113769
TMEM170A	0.524227867	0.369605808	1.838754142	2.078448299	1.03361526	-0.122919108	0.467900322	0.405111528	0.605483027	-0.589141453	0.492159652	0.791234962	-0.56705553	0.636892644	-0.89071503	-0.123148704	-0.783417887	0.592582723
TMEM185B	0.721137578	1.236319963	-0.486476585	-2.109348867	2.366028136	-0.143211779	-0.439587177	-0.776319685	-0.89330415	-0.08006566	-0.121540583	1.045976428	0.399744788	-0.216591935	2.207750711	0.341161943	-0.258657254	0.308162471
TMEM19	0.113452765	1.248869947	1.68804092	0.252929058	0.225785393	0.148293413	0.763461238	1.001172252	-1.319353608	0.854426949	1.357680308	-0.421642123	0.436993234	0.022137544	-0.869318419	-0.365319278	0.434786833	-0.486203357
TMEM220	-1.34887092	-0.240947371	2.358227118	1.842682673	-1.731791797	0.340030541	-0.229936802	1.742235738	-0.242785559	1.158558284	1.062475323	0.061966818	-0.273985017	1.950843107	-0.489984286	-0.464973296	-0.212427048	-0.702980606
TMEM57	0.362534146	0.359413236	1.187830198	0.660502631	-0.058111275	-0.759283057	-0.597063693	0.128431238	-0.993186972	-0.965316106	0.41500876	-0.724625182	-0.502262789	-0.627191476	-1.637907435	0.821457592	-0.965160335	-0.827338151
TMEM68	1.146616311	0.291656066	-0.355667561	-1.664505925	0.908070991	-0.901042506	-0.457814931	-1.628077261	0.385826736	0.138119449	-0.534358004	0.199238548	-0.70939876	0.267018134	0.465679507	0.002741676	-0.501740322	0.429223087
TMEM8B	0.947181593	-0.758525105	-0.709007491	-0.72767628	0.296397357	-0.661193986	0.194206861	0.13300311	0.229995673	-0.466818911	-0.314202227	-1.919780829	0.284328941	-0.964176759	-0.087096999	0.470448181	-0.063798662	0.547448472
TMTC4	-0.406013329	-0.374222468	0.218745166	-0.18485624	1.942808085	-0.465236552	-0.378485653	-1.253561607	0.297683257	-1.2895363	-0.154676676	0.105788069	-0.687167827	-0.49732627	0.293805902	0.625853129	-1.253443484	0.435389634
TNFAIP1	0.641881024	1.211970574	-0.23643014	-1.368435344	1.168032929	-0.796036474	0.507921638	0.811375192	0.007748348	0.614148824	0.472273465	-0.080090139	0.360575986	-0.302882963	-1.856794431	-0.645745757	0.512800048	0.095812658
TNFSF10	-1.048467482	0.287253075	1.177882448	1.032404072	-1.210183163	0.361319678	0.614346817	1.009633132	-1.857594444	1.396936067	0.963523717	0.659046919	0.332220756	0.895336878	-0.737118701	0.297189594	0.189040713	0.563410058
TNNT1	-0.204045043	-0.978980994	-0.856374765	-0.622117986	-1.084462195	0.033209231	-0.12351862	-0.663357327	-0.358240434	0.115646408	-0.550964738	-0.629669991	-0.542187512	4.271259669	-0.395833509	-0.547475818	2.252398044	-0.303745811
TNS2	-1.238436233	0.366337376	1.346804721	0.286785167	0.159363523	-0.81130979	0.584889041	2.056098216	0.409134389	0.593318488	-0.32479713	0.797209191	-0.309138927	0.687902103	0.266768387	0.304259011	0.169634462	0.176434664
TP53RK	0.905522781	2.302990609	-0.550406234	-1.328344563	3.108895653	-0.300986464	-0.194302407	-0.683691574	-0.316996232	-1.026362926	0.723330088	0.142294437	0.993951682	-0.46530065	0.297294159	0.918031823	-1.165705406	0.352959714
TPSAB1	-1.246685689	-0.583535439	1.505519927	-0.356926227	-0.339629037	0.266782501	0.348547254	-0.177993974	-0.138096858	0.059001697	0.12267118	0.247156165	-0.329717005	0.36339904	0.318557175	0.407067752	-0.05831317	-0.019815257
TPSG1	-1.751594572	0.030780312	2.222432216	0.981722385	-0.770951309	0.142098361	7.24E-04	-0.127251433	0.137692881	0.367020894	0.394174494	1.100670143	0.27062756	0.033890396	0.391753564	-0.608787149	1.841654072	-0.497154615
TRAPPC8	-1.427479016	0.274130856	1.331867967	1.819691149	0.050344496	-0.462240173	-1.062108993	0.417672668	-0.049702255	0.694702332	-0.631197253	-0.165013909	-1.101006177	1.407213216	0.05954397	-0.452981885	0.063727711	-1.315923595
TRIM27	0.777474411	-0.708055782	-0.929019242	-1.990250824	-0.234715844	0.42811756	-0.004514601	-1.086671778	0.034927631	-0.714934139	-0.365373283	-0.317999881	0.577701569	-1.40148431	0.179308726	1.046750496	-0.122835121	0.037075075
TRIM37	0.040362484	1.349446693	-0.508344892	-0.961043146	1.822461929	-0.475196739	-0.159575643	-1.195006672	-0.742701514	-0.589709124	-0.17095746	-0.417640939	0.1697555	-0.940014773	-0.196019691	-0.241406786	-0.068437799	-0.670859729
TRIP11	0.081494514	-0.070839409	1.605389519	0.175105502	0.275842873	-0.958400246	-0.491464435	1.635441599	-0.020626917	0.144667547	0.799558959	1.241110578	-0.785302288	1.039104453	1.489316204	-0.427131702	0.984837236	0.120922734
TRMT5	0.978796866	-0.889241072	-0.719776994	-1.42492723	1.318692235	-0.822112911	-0.7302255	-0.148779536	-0.622035505	-0.708362467	0.06697105	0.494551257	-1.095367719	0.321049247	0.768379383	-0.715235343	0.17978301	-0.028729455
TRNP1	-0.667500219	0.414398232	-1.019231504	-1.119798087	-0.923989037	-0.533077819	-0.949043034	1.80408871	-0.163949524	-1.217581586	-0.576001083	0.294300636	-0.745150059	-0.769524406	-0.246263531	0.79601293	0.227763661	0.573261966
TTC38	-0.671067705	-1.436630896	0.731477807	1.837264516	-0.095787193	0.86998163	0.490375951	0.416846354	0.44181418	0.99279271	0.558734354	0.366751145	1.158512269	0.923286749	1.541755894	0.74957086	1.274667073	-0.461807152
TTC8	0.403427996	-0.494880652	0.500899756	-0.422210036	1.373701093	-0.108329877	-0.005458643	0.899259054	-0.135922927	0.435543685	0.427060726	0.979751386	-0.730719346	-0.606719226	1.086582498	-0.23350614	1.245614619	0.143323982
TTC9	-0.343577269	-0.736126791	-0.764629642	-1.041495572	-0.169746636	-0.857933738	0.147432333	0.768605009	-0.118344962	-1.117320006	-0.827949437	-1.011976708	-0.387721189	0.886095792	-0.08319441	-0.627433996	0.401298122	0.221918368
TTLL5	-0.181927197	-0.690820493	-0.642248883	0.561736548	0.924997057	0.100496761	0.068429115	0.158693937	0.249564307	0.259556828	1.050331667	1.311616708	-3.843827605	-0.186492732	0.950614357	0.216389351	0.916983273	0.746345789
TTLL6	-1.828881129	0.819298313	0.388432614	0.815866461	-1.405779188	0.06573797	0.084812367	-0.041256648	0.022211376	1.398158917	0.07771126	0.30893727	0.357952953	1.507362102	0.147234629	-0.174588968	0.431834949	-0.095722639
TTTY5	-2.569673655	0.115307375	0.417087048	0.436962664	-0.790475091	1.125998486	0.502579323	0.328873252	-1.445067366	1.224461581	0.203865957	-0.486489213	0.392003018	0.973817119	-1.113096377	-0.938538843	-0.564785241	-0.07732538
TXLNB	-1.12216914	-1.116288269	0.093007069	-0.559212806	-1.638195405	0.057562577	-0.999125022	0.180580765	1.047903757	0.536973818	-0.665206117	-0.352668894	0.292923753	0.488885653	1.13667368	1.753470685	-0.60214554	1.281921162
UBE2DNL	-1.282547526	-0.750129971	0.078735868	-0.278587411	-1.671389059	2.230415066	0.252287797	-0.5641332	-0.435029512	1.24440365	-0.532494509	0.304545702	-0.494032367	1.067210403	-0.74529358	-0.275353255	0.651192566	0.079339101
UBL4A	1.206482228	0.404150163	-0.499977316	-0.996965595	0.791759075	0.371319916	-0.981969524	-0.264804363	-1.09237895	-0.43894381	0.515698481	0.495670318	0.29521322	-0.827748338	0.070858791	1.716810926	-0.594065378	-0.481719316
UBR4	1.038832626	1.532160096	-0.279913397	-0.018237598	1.490455962	0.680028127	0.152394951	1.096386565	0.107574483	-1.244191996	0.105043179	0.036771161	0.493080745	0.076137853	-0.157018499	0.574498946	0.215911782	-0.104487517
UBXN10-AS1	-0.224373264	-0.21915979	-0.688258648	-0.40065139	-2.202846096	-0.846325796	0.330368644	0.836406435	-0.084374069	-0.378696987	0.036319849	-0.538810094	0.325727547	0.056294549	0.283798917	-0.451935983	-0.285969752	0.007286674
UHRF1BP1	1.014757522	0.332054675	-0.791665032	-0.610492504	1.861748324	-0.46695772	-0.898517472	-1.375967926	-0.080482523	-0.767346367	-0.964136355	0.276015733	-0.264804945	-0.500050523	0.383096407	0.318380785	-0.845377945	-1.079715246
UPP1	0.43075702	0.062503514	-0.366347885	-0.055639052	-0.291252176	-0.229500899	-1.190624077	1.190926449	-0.106475603	0.644117351	0.212956574	0.255637606	-0.213342228	0.813772291	-0.355633919	-0.110496929	0.865622672	0.647644175
URB1	0.353751213	1.994945311	-0.427471756	-1.325002943	1.307629122	0.382402562	-0.88824451	-0.45996979	-0.753928988	-1.63408814	-0.48759104	-1.063651462	0.542917789	-0.812286926	1.780990831	0.301259895	-0.118471062	-0.622795526
USMG5	0.038096598	0.487789011	0.005636069	0.441667846	-0.152105783	-0.299226207	-0.45528119	-1.124202746	-2.38272785	-1.284223722	-1.438954385	-1.187790028	-0.384564888	0.212854692	-0.129084309	-0.696605022	-0.059937159	-1.425110855
USP36	-0.138810284	1.453341412	-0.490835492	-1.74564292	2.319595593	2.156068838	0.259624284	-1.053079997	0.492662346	-0.174066637	0.354550031	-0.644831502	1.36271172	-0.880021321	0.746882381	0.673816148	-0.063765463	0.153004039
UTP11L	1.276835995	0.462242486	-0.499490526	-2.123643242	0.382279066	-1.253063895	-1.260477836	-0.718650568	-1.423247366	-0.84048942	0.422289836	0.083290521	0.128479438	-0.083385939	0.84050722	0.524614201	0.551899464	-0.390662384
UTP20	1.084216532	0.273042683	-1.356881485	-1.481005063	1.69403932	0.817999864	0.534033835	0.587125587	0.451779831	0.577119075	1.612144815	0.29123195	1.195698949	0.988055219	-0.371863602	0.723383868	1.277808132	-0.311412228
VAMP2	-1.000895978	-0.520031629	1.766229157	1.004557046	-0.907966308	0.134400189	-0.113713158	0.506309837	0.776586672	0.722703706	-0.177015228	0.546389896	-0.063190873	1.716573624	-0.21538899	-0.130176879	-0.251485941	0.410747404
VTI1B	0.057964818	-1.052228403	1.575606439	0.852344855	-0.661128833	-0.868655326	-0.045241382	1.583292509	-0.333979431	0.745789214	1.299636085	1.56865892	-0.041335064	1.53443248	1.524759713	0.193099466	0.954502958	1.880125157
WBP11	1.362610758	1.084023722	-0.475835787	-0.712077609	1.587106078	0.340729458	0.00646032	-0.572019912	-0.519074211	1.476630785	-0.409802371	-0.621028683	0.599285543	-0.270395249	1.121724741	0.024110193	0.248255694	0.955362173
WBP1L	-2.41655347	0.187361426	0.446584566	0.737905851	-0.127226296	0.643853601	-0.242432906	1.525296751	0.183518709	0.38599592	0.529009191	0.283706799	-0.297217807	0.912548619	-0.015389838	0.3182427	-0.576560446	-0.624722152
WBSCR16	1.304225335	0.109876687	-0.84928616	-1.342872217	1.584441166	0.271272785	0.753438277	0.87499737	0.468921979	0.243619394	0.686741048	0.795528255	1.143837551	1.951538561	1.605143377	0.600994494	0.55001492	0.694582802
WBSCR17	1.953288839	-1.375002511	-1.952447001	-1.419968116	-0.914070108	0.520822539	0.566311153	0.759362634	-0.115181966	0.066651145	0.963998452	-0.005071901	-0.208637498	0.035733041	-0.467327295	0.124851898	-0.518310982	0.005400758
WBSCR22	0.088441218	1.542541886	-0.987252944	-1.916069629	1.388527149	0.919223934	0.253308063	-0.16554741	0.421416113	0.715540649	0.461190866	0.888196676	1.140353449	1.012268665	1.718035045	0.873032024	1.247313702	1.546139458
WBSCR27	0.659615129	0.631179729	0.545094534	-0.348355167	-0.860906714	-0.149057816	-0.377048165	1.018044853	0.616345607	-0.305404536	-0.368343216	-1.061050826	0.265835105	-0.254415047	-0.14008582	1.164850461	1.918705427	2.834297132
WDFY2	-1.088132381	-0.904848437	-0.054866879	0.419726005	0.326051592	-0.557953736	-1.068678199	0.345587513	1.197235749	-2.080891314	-0.984409099	-0.509416846	-1.681954303	-0.373459705	-1.418717214	-0.640326963	-0.526457882	0.496646211
WDFY4	-1.052564539	-0.054465327	0.155921151	-0.100819704	-0.638566704	0.971230789	0.408209357	1.87682344	-0.566445184	0.095796722	-0.410103195	-0.024043843	0.704554235	0.333310282	0.046100022	-0.690695115	-0.024493076	0.088854844
WDHD1	0.671144249	0.033034246	-1.026332764	-1.527927469	2.024058468	-0.532863625	-0.983390381	-2.017158563	-0.887824211	-0.405382138	-0.163031868	0.91639446	-0.394802515	-1.161733926	0.361150845	-0.485923379	-0.027172873	-1.24352129
WDR1	1.800760665	1.373506817	1.462628277	-0.227397849	1.205844288	-0.696378019	-0.203890441	-0.185087861	-1.115239936	-0.304434961	0.067392064	-0.073545245	0.715182122	0.2505827	-0.49559148	0.080473117	-0.285904481	0.357177151
WDR12	2.045525707	0.196378561	-0.946733959	-1.562992817	2.042981869	-0.251425285	-0.086130413	-1.492224564	-0.788297312	-0.689522985	-0.76868047	0.359983822	0.090497275	-0.645024837	0.629985353	0.158646517	-0.308531164	-1.133011577
WDR17	-0.664620853	-0.142875811	-0.066733105	0.345194325	-0.530071347	-0.28018828	-0.358111085	-0.186388196	-0.010292492	-0.760278691	0.308825973	-0.550395738	-0.018320258	-0.427669245	-0.542735234	-0.142211282	-0.320850777	0.861476719
WDR18	0.555952319	-1.866517662	-1.291413338	-1.338427958	1.561905501	0.630931885	0.705253881	-0.67291646	-0.424208297	0.579039075	1.571573078	0.354363255	1.856361508	-0.012618807	0.781235352	1.177339529	0.734438488	0.478998596
WDR19	-0.48834945	1.603506101	-0.176357032	-0.524497866	2.233398389	-0.73597678	-0.580514835	0.258388005	-0.341522353	-1.534476068	-0.242670861	-1.178794419	-0.310420562	-1.683286408	-0.827583707	-0.598201549	-0.017574632	-0.188687685
WDR20	2.457416179	-0.030688127	0.161355834	1.406222595	0.543620641	-1.306670997	-0.32339754	0.393446625	0.242761436	0.601126646	-0.477383969	1.124560152	-1.023749599	0.41272386	0.124791447	-0.379439927	-0.902615833	0.239287318
WDR24	2.293322972	-0.690282907	-0.685037059	-0.997094148	1.721748323	-0.496150347	0.146238801	0.551307193	-0.016076338	0.858253	0.723691038	0.069840517	0.444998343	0.203991736	0.959568597	0.785903772	0.541728888	0.793693695
WDR3	1.947743881	0.351641606	-0.73682335	-1.325041099	1.750845711	0.665814303	-0.157498261	-1.609046877	-0.797508696	0.940282211	0.085354209	-0.768722093	-0.110974151	-0.146286462	0.328511355	0.338535746	-0.148734983	-0.409884626
WDR34	1.405006316	-0.270804262	-1.359745154	-1.583649818	-0.398321584	-0.427444797	0.272475972	-1.490827935	-0.666623811	0.827774701	0.710315281	0.896623239	1.721930362	0.3911596	0.436730661	0.927412027	1.083556084	-1.512611924
WDR35	-0.33050786	1.468447787	-0.123761479	-1.288893368	2.507231324	0.441058816	-0.199766389	-0.242133621	-0.569220019	-1.781966423	-0.492372643	-0.029189357	-0.316346646	-2.155828302	-0.078203379	-0.583082592	-0.401689913	-1.368253208
